pl_name,hostname,disc_year,discoverymethod,disc_facility 
"""Kepler-653 c""","""Kepler-653""",2016,"""Transit""","""Kepler"""
"""Kepler-1450 b""","""Kepler-1450""",2016,"""Transit""","""Kepler"""
"""Kepler-232 b""","""Kepler-232""",2014,"""Transit""","""Kepler"""
"""Kepler-436 b""","""Kepler-436""",2015,"""Transit""","""Kepler"""
"""Kepler-446 d""","""Kepler-446""",2015,"""Transit""","""Kepler"""
"""Kepler-220 c""","""Kepler-220""",2014,"""Transit""","""Kepler"""
"""Kepler-524 c""","""Kepler-524""",2016,"""Transit""","""Kepler"""
"""Kepler-537 b""","""Kepler-537""",2016,"""Transit""","""Kepler"""
"""Kepler-505 b""","""Kepler-505""",2016,"""Transit""","""Kepler"""
"""Kepler-735 b""","""Kepler-735""",2016,"""Transit""","""Kepler"""
"""Kepler-111 b""","""Kepler-111""",2014,"""Transit""","""Kepler"""
"""Kepler-1351 b""","""Kepler-1351""",2016,"""Transit""","""Kepler"""
"""Kepler-263 c""","""Kepler-263""",2014,"""Transit""","""Kepler"""
"""Kepler-1597 b""","""Kepler-1597""",2016,"""Transit""","""Kepler"""
"""Kepler-271 d""","""Kepler-271""",2016,"""Transit""","""Kepler"""
"""Kepler-102 e""","""Kepler-102""",2013,"""Transit""","""Kepler"""
"""Kepler-450 b""","""Kepler-450""",2015,"""Transit""","""Kepler"""
"""Kepler-172 c""","""Kepler-172""",2014,"""Transit""","""Kepler"""
"""Kepler-253 c""","""Kepler-253""",2014,"""Transit""","""Kepler"""
"""Kepler-1614 b""","""Kepler-1614""",2016,"""Transit""","""Kepler"""
"""Kepler-924 b""","""Kepler-924""",2016,"""Transit""","""Kepler"""
"""Kepler-359 c""","""Kepler-359""",2014,"""Transit""","""Kepler"""
"""Kepler-867 b""","""Kepler-867""",2016,"""Transit""","""Kepler"""
"""Kepler-315 b""","""Kepler-315""",2014,"""Transit""","""Kepler"""
"""Kepler-235 b""","""Kepler-235""",2014,"""Transit""","""Kepler"""
"""Kepler-1229 b""","""Kepler-1229""",2016,"""Transit""","""Kepler"""
"""Kepler-851 b""","""Kepler-851""",2016,"""Transit""","""Kepler"""
"""Kepler-255 d""","""Kepler-255""",2016,"""Transit""","""Kepler"""
"""Kepler-329 c""","""Kepler-329""",2014,"""Transit""","""Kepler"""
"""Kepler-1020 b""","""Kepler-1020""",2016,"""Transit""","""Kepler"""
"""Kepler-271 b""","""Kepler-271""",2014,"""Transit""","""Kepler"""
"""Kepler-273 c""","""Kepler-273""",2014,"""Transit""","""Kepler"""
"""Kepler-79 e""","""Kepler-79""",2014,"""Transit""","""Kepler"""
"""Kepler-789 b""","""Kepler-789""",2016,"""Transit""","""Kepler"""
"""Kepler-796 b""","""Kepler-796""",2016,"""Transit""","""Kepler"""
"""Kepler-11 d""","""Kepler-11""",2010,"""Transit""","""Kepler"""
"""Kepler-387 c""","""Kepler-387""",2014,"""Transit""","""Kepler"""
"""Kepler-1538 b""","""Kepler-1538""",2016,"""Transit""","""Kepler"""
"""Kepler-325 d""","""Kepler-325""",2014,"""Transit""","""Kepler"""
"""Kepler-758 e""","""Kepler-758""",2016,"""Transit""","""Kepler"""
"""Kepler-339 c""","""Kepler-339""",2014,"""Transit""","""Kepler"""
"""Kepler-1636 b""","""Kepler-1636""",2016,"""Transit""","""Kepler"""
"""Kepler-192 b""","""Kepler-192""",2014,"""Transit""","""Kepler"""
"""Kepler-256 c""","""Kepler-256""",2014,"""Transit""","""Kepler"""
"""Kepler-971 b""","""Kepler-971""",2016,"""Transit""","""Kepler"""
"""Kepler-1460 b""","""Kepler-1460""",2016,"""Transit""","""Kepler"""
"""Kepler-1496 b""","""Kepler-1496""",2016,"""Transit""","""Kepler"""
"""Kepler-535 b""","""Kepler-535""",2016,"""Transit""","""Kepler"""
"""Kepler-128 b""","""Kepler-128""",2013,"""Transit""","""Kepler"""
"""Kepler-1279 b""","""Kepler-1279""",2016,"""Transit""","""Kepler"""
"""Kepler-392 b""","""Kepler-392""",2014,"""Transit""","""Kepler"""
"""Kepler-510 b""","""Kepler-510""",2016,"""Transit""","""Kepler"""
"""Kepler-118 c""","""Kepler-118""",2014,"""Transit""","""Kepler"""
"""Kepler-341 c""","""Kepler-341""",2014,"""Transit""","""Kepler"""
"""Kepler-1083 b""","""Kepler-1083""",2016,"""Transit""","""Kepler"""
"""Kepler-202 c""","""Kepler-202""",2014,"""Transit""","""Kepler"""
"""Kepler-360 b""","""Kepler-360""",2014,"""Transit""","""Kepler"""
"""Kepler-24 e""","""Kepler-24""",2014,"""Transit""","""Kepler"""
"""Kepler-265 b""","""Kepler-265""",2014,"""Transit""","""Kepler"""
"""Kepler-1126 b""","""Kepler-1126""",2016,"""Transit""","""Kepler"""
"""Kepler-895 b""","""Kepler-895""",2016,"""Transit""","""Kepler"""
"""Kepler-1362 b""","""Kepler-1362""",2016,"""Transit""","""Kepler"""
"""Kepler-314 b""","""Kepler-314""",2014,"""Transit""","""Kepler"""
"""Kepler-175 c""","""Kepler-175""",2014,"""Transit""","""Kepler"""
"""Kepler-258 b""","""Kepler-258""",2014,"""Transit""","""Kepler"""
"""Kepler-653 b""","""Kepler-653""",2016,"""Transit""","""Kepler"""
"""Kepler-223 d""","""Kepler-223""",2014,"""Transit""","""Kepler"""
"""Kepler-889 b""","""Kepler-889""",2016,"""Transit""","""Kepler"""
"""Kepler-884 b""","""Kepler-884""",2016,"""Transit""","""Kepler"""
"""Kepler-405 b""","""Kepler-405""",2014,"""Transit""","""Kepler"""
"""Kepler-601 b""","""Kepler-601""",2016,"""Transit""","""Kepler"""
"""Kepler-183 c""","""Kepler-183""",2014,"""Transit""","""Kepler"""
"""Kepler-445 b""","""Kepler-445""",2015,"""Transit""","""Kepler"""
"""Kepler-333 b""","""Kepler-333""",2014,"""Transit""","""Kepler"""
"""Kepler-784 b""","""Kepler-784""",2016,"""Transit""","""Kepler"""
"""Kepler-290 c""","""Kepler-290""",2014,"""Transit""","""Kepler"""
"""Kepler-31 d""","""Kepler-31""",2014,"""Transit""","""Kepler"""
"""Kepler-178 c""","""Kepler-178""",2014,"""Transit""","""Kepler"""
"""Kepler-1303 b""","""Kepler-1303""",2016,"""Transit""","""Kepler"""
"""Kepler-103 b""","""Kepler-103""",2014,"""Transit""","""Kepler"""
"""HATS-10 b""","""HATS-10""",2015,"""Transit""","""HATSouth"""
"""Kepler-258 c""","""Kepler-258""",2014,"""Transit""","""Kepler"""
"""Kepler-158 c""","""Kepler-158""",2014,"""Transit""","""Kepler"""
"""Kepler-665 b""","""Kepler-665""",2016,"""Transit""","""Kepler"""
"""Kepler-1398 c""","""Kepler-1398""",2016,"""Transit""","""Kepler"""
"""Kepler-597 b""","""Kepler-597""",2016,"""Transit""","""Kepler"""
"""Kepler-209 b""","""Kepler-209""",2014,"""Transit""","""Kepler"""
"""Kepler-184 b""","""Kepler-184""",2014,"""Transit""","""Kepler"""
"""Kepler-830 b""","""Kepler-830""",2016,"""Transit""","""Kepler"""
"""Kepler-91 b""","""Kepler-91""",2013,"""Transit""","""Kepler"""
"""Kepler-771 b""","""Kepler-771""",2016,"""Transit""","""Kepler"""
"""Kepler-1482 b""","""Kepler-1482""",2016,"""Transit""","""Kepler"""
"""Kepler-188 c""","""Kepler-188""",2014,"""Transit""","""Kepler"""
"""Kepler-576 b""","""Kepler-576""",2016,"""Transit""","""Kepler"""
"""Kepler-1014 b""","""Kepler-1014""",2016,"""Transit""","""Kepler"""
"""Kepler-268 c""","""Kepler-268""",2014,"""Transit""","""Kepler"""
"""Kepler-137 c""","""Kepler-137""",2014,"""Transit""","""Kepler"""
"""Kepler-117 b""","""Kepler-117""",2014,"""Transit""","""Kepler"""
"""Kepler-1193 b""","""Kepler-1193""",2016,"""Transit""","""Kepler"""
"""Kepler-1153 b""","""Kepler-1153""",2016,"""Transit""","""Kepler"""
"""Kepler-1562 b""","""Kepler-1562""",2016,"""Transit""","""Kepler"""
"""Kepler-552 b""","""Kepler-552""",2016,"""Transit""","""Kepler"""
"""Kepler-1298 b""","""Kepler-1298""",2016,"""Transit""","""Kepler"""
"""Kepler-268 b""","""Kepler-268""",2014,"""Transit""","""Kepler"""
"""Kepler-1194 b""","""Kepler-1194""",2016,"""Transit""","""Kepler"""
"""Kepler-1544 b""","""Kepler-1544""",2016,"""Transit""","""Kepler"""
"""Kepler-1579 b""","""Kepler-1579""",2016,"""Transit""","""Kepler"""
"""Kepler-1350 c""","""Kepler-1350""",2016,"""Transit""","""Kepler"""
"""Kepler-37 b""","""Kepler-37""",2013,"""Transit""","""Kepler"""
"""Kepler-333 c""","""Kepler-333""",2014,"""Transit""","""Kepler"""
"""Kepler-1550 b""","""Kepler-1550""",2016,"""Transit""","""Kepler"""
"""Kepler-150 e""","""Kepler-150""",2014,"""Transit""","""Kepler"""
"""Kepler-280 c""","""Kepler-280""",2014,"""Transit""","""Kepler"""
"""Kepler-673 b""","""Kepler-673""",2016,"""Transit""","""Kepler"""
"""Kepler-1438 b""","""Kepler-1438""",2016,"""Transit""","""Kepler"""
"""Kepler-399 c""","""Kepler-399""",2014,"""Transit""","""Kepler"""
"""Kepler-1632 b""","""Kepler-1632""",2016,"""Transit""","""Kepler"""
"""Kepler-157 b""","""Kepler-157""",2014,"""Transit""","""Kepler"""
"""Kepler-1271 b""","""Kepler-1271""",2016,"""Transit""","""Kepler"""
"""Kepler-441 b""","""Kepler-441""",2015,"""Transit""","""Kepler"""
"""Kepler-296 f""","""Kepler-296""",2014,"""Transit""","""Kepler"""
"""Kepler-1286 b""","""Kepler-1286""",2016,"""Transit""","""Kepler"""
"""Kepler-1402 b""","""Kepler-1402""",2016,"""Transit""","""Kepler"""
"""Kepler-1410 b""","""Kepler-1410""",2016,"""Transit""","""Kepler"""
"""Kepler-345 b""","""Kepler-345""",2014,"""Transit""","""Kepler"""
"""Kepler-356 b""","""Kepler-356""",2014,"""Transit""","""Kepler"""
"""Kepler-1057 b""","""Kepler-1057""",2016,"""Transit""","""Kepler"""
"""Kepler-351 b""","""Kepler-351""",2014,"""Transit""","""Kepler"""
"""Kepler-618 b""","""Kepler-618""",2016,"""Transit""","""Kepler"""
"""Kepler-508 b""","""Kepler-508""",2016,"""Transit""","""Kepler"""
"""Kepler-707 b""","""Kepler-707""",2016,"""Transit""","""Kepler"""
"""Kepler-569 b""","""Kepler-569""",2016,"""Transit""","""Kepler"""
"""Kepler-139 b""","""Kepler-139""",2014,"""Transit""","""Kepler"""
"""Kepler-1560 b""","""Kepler-1560""",2016,"""Transit""","""Kepler"""
"""Kepler-1567 b""","""Kepler-1567""",2016,"""Transit""","""Kepler"""
"""Kepler-1206 b""","""Kepler-1206""",2016,"""Transit""","""Kepler"""
"""Kepler-1341 b""","""Kepler-1341""",2016,"""Transit""","""Kepler"""
"""Kepler-1250 b""","""Kepler-1250""",2016,"""Transit""","""Kepler"""
"""Kepler-1182 b""","""Kepler-1182""",2016,"""Transit""","""Kepler"""
"""Kepler-1192 b""","""Kepler-1192""",2016,"""Transit""","""Kepler"""
"""Kepler-258 c""","""Kepler-258""",2014,"""Transit""","""Kepler"""
"""Kepler-265 b""","""Kepler-265""",2014,"""Transit""","""Kepler"""
"""Kepler-1474 b""","""Kepler-1474""",2016,"""Transit""","""Kepler"""
"""Kepler-415 b""","""Kepler-415""",2014,"""Transit Timing Variations""","""Kepler"""
"""Kepler-792 b""","""Kepler-792""",2016,"""Transit""","""Kepler"""
"""KOI-1257 b""","""KOI-1257""",2014,"""Transit""","""Kepler"""
"""Kepler-283 c""","""Kepler-283""",2014,"""Transit""","""Kepler"""
"""Kepler-810 b""","""Kepler-810""",2016,"""Transit""","""Kepler"""
"""Kepler-403 b""","""Kepler-403""",2014,"""Transit""","""Kepler"""
"""Kepler-1332 b""","""Kepler-1332""",2016,"""Transit""","""Kepler"""
"""Kepler-1359 b""","""Kepler-1359""",2016,"""Transit""","""Kepler"""
"""Kepler-92 b""","""Kepler-92""",2013,"""Transit""","""Kepler"""
"""Kepler-684 b""","""Kepler-684""",2016,"""Transit""","""Kepler"""
"""Kepler-712 c""","""Kepler-712""",2016,"""Transit""","""Kepler"""
"""Kepler-123 b""","""Kepler-123""",2014,"""Transit""","""Kepler"""
"""Kepler-9 b""","""Kepler-9""",2010,"""Transit""","""Kepler"""
"""Kepler-560 b""","""Kepler-560""",2016,"""Transit""","""Kepler"""
"""Kepler-307 b""","""Kepler-307""",2013,"""Transit""","""Kepler"""
"""Kepler-169 c""","""Kepler-169""",2014,"""Transit""","""Kepler"""
"""Kepler-182 b""","""Kepler-182""",2014,"""Transit""","""Kepler"""
"""Kepler-1316 b""","""Kepler-1316""",2016,"""Transit""","""Kepler"""
"""Kepler-1206 b""","""Kepler-1206""",2016,"""Transit""","""Kepler"""
"""Kepler-275 d""","""Kepler-275""",2014,"""Transit""","""Kepler"""
"""Kepler-1154 c""","""Kepler-1154""",2016,"""Transit""","""Kepler"""
"""Kepler-430 c""","""Kepler-430""",2015,"""Transit""","""Kepler"""
"""Kepler-201 c""","""Kepler-201""",2014,"""Transit""","""Kepler"""
"""Kepler-1574 b""","""Kepler-1574""",2016,"""Transit""","""Kepler"""
"""Kepler-278 c""","""Kepler-278""",2014,"""Transit""","""Kepler"""
"""Kepler-1011 b""","""Kepler-1011""",2016,"""Transit""","""Kepler"""
"""Kepler-148 d""","""Kepler-148""",2016,"""Transit""","""Kepler"""
"""Kepler-581 b""","""Kepler-581""",2016,"""Transit""","""Kepler"""
"""Kepler-250 b""","""Kepler-250""",2014,"""Transit""","""Kepler"""
"""Kepler-1228 b""","""Kepler-1228""",2016,"""Transit""","""Kepler"""
"""Kepler-92 b""","""Kepler-92""",2013,"""Transit""","""Kepler"""
"""Kepler-26 b""","""Kepler-26""",2011,"""Transit""","""Kepler"""
"""Kepler-56 c""","""Kepler-56""",2012,"""Transit""","""Kepler"""
"""Kepler-384 c""","""Kepler-384""",2014,"""Transit""","""Kepler"""
"""Kepler-1166 b""","""Kepler-1166""",2016,"""Transit""","""Kepler"""
"""Kepler-1341 b""","""Kepler-1341""",2016,"""Transit""","""Kepler"""
"""Kepler-851 b""","""Kepler-851""",2016,"""Transit""","""Kepler"""
"""Kepler-1208 b""","""Kepler-1208""",2016,"""Transit""","""Kepler"""
"""Kepler-894 b""","""Kepler-894""",2016,"""Transit""","""Kepler"""
"""Kepler-1605 b""","""Kepler-1605""",2016,"""Transit""","""Kepler"""
"""Kepler-1615 b""","""Kepler-1615""",2016,"""Transit""","""Kepler"""
"""Kepler-30 d""","""Kepler-30""",2012,"""Transit""","""Kepler"""
"""Kepler-327 b""","""Kepler-327""",2014,"""Transit""","""Kepler"""
"""Kepler-760 c""","""Kepler-760""",2016,"""Transit""","""Kepler"""
"""Kepler-1511 b""","""Kepler-1511""",2016,"""Transit""","""Kepler"""
"""Kepler-859 b""","""Kepler-859""",2016,"""Transit""","""Kepler"""
"""Kepler-275 d""","""Kepler-275""",2014,"""Transit""","""Kepler"""
"""Kepler-215 d""","""Kepler-215""",2014,"""Transit""","""Kepler"""
"""Kepler-256 b""","""Kepler-256""",2014,"""Transit""","""Kepler"""
"""Kepler-1164 b""","""Kepler-1164""",2016,"""Transit""","""Kepler"""
"""Kepler-306 d""","""Kepler-306""",2014,"""Transit""","""Kepler"""
"""Kepler-150 d""","""Kepler-150""",2014,"""Transit""","""Kepler"""
"""Kepler-266 b""","""Kepler-266""",2014,"""Transit""","""Kepler"""
"""Kepler-236 c""","""Kepler-236""",2014,"""Transit""","""Kepler"""
"""Kepler-1125 b""","""Kepler-1125""",2016,"""Transit""","""Kepler"""
"""Kepler-1213 b""","""Kepler-1213""",2016,"""Transit""","""Kepler"""
"""Kepler-1134 b""","""Kepler-1134""",2016,"""Transit""","""Kepler"""
"""Kepler-1138 b""","""Kepler-1138""",2016,"""Transit""","""Kepler"""
"""Kepler-549 b""","""Kepler-549""",2016,"""Transit""","""Kepler"""
"""Kepler-1149 b""","""Kepler-1149""",2016,"""Transit""","""Kepler"""
"""Kepler-1242 b""","""Kepler-1242""",2016,"""Transit""","""Kepler"""
"""Kepler-1159 b""","""Kepler-1159""",2016,"""Transit""","""Kepler"""
"""Kepler-1183 b""","""Kepler-1183""",2016,"""Transit""","""Kepler"""
"""Kepler-788 b""","""Kepler-788""",2016,"""Transit""","""Kepler"""
"""Kepler-1329 b""","""Kepler-1329""",2016,"""Transit""","""Kepler"""
"""Kepler-294 c""","""Kepler-294""",2014,"""Transit""","""Kepler"""
"""Kepler-1375 b""","""Kepler-1375""",2016,"""Transit""","""Kepler"""
"""Kepler-62 e""","""Kepler-62""",2013,"""Transit""","""Kepler"""
"""Kepler-1199 b""","""Kepler-1199""",2016,"""Transit""","""Kepler"""
"""Kepler-390 c""","""Kepler-390""",2014,"""Transit""","""Kepler"""
"""Kepler-826 b""","""Kepler-826""",2016,"""Transit""","""Kepler"""
"""Kepler-120 c""","""Kepler-120""",2014,"""Transit""","""Kepler"""
"""Kepler-1024 b""","""Kepler-1024""",2016,"""Transit""","""Kepler"""
"""Kepler-331 b""","""Kepler-331""",2014,"""Transit""","""Kepler"""
"""Kepler-203 d""","""Kepler-203""",2014,"""Transit""","""Kepler"""
"""Kepler-326 d""","""Kepler-326""",2014,"""Transit""","""Kepler"""
"""Kepler-610 c""","""Kepler-610""",2016,"""Transit""","""Kepler"""
"""Kepler-445 c""","""Kepler-445""",2015,"""Transit""","""Kepler"""
"""Kepler-636 b""","""Kepler-636""",2016,"""Transit""","""Kepler"""
"""Kepler-656 b""","""Kepler-656""",2016,"""Transit""","""Kepler"""
"""Kepler-171 b""","""Kepler-171""",2014,"""Transit""","""Kepler"""
"""Kepler-1158 b""","""Kepler-1158""",2016,"""Transit""","""Kepler"""
"""Kepler-183 b""","""Kepler-183""",2014,"""Transit""","""Kepler"""
"""Kepler-1055 b""","""Kepler-1055""",2016,"""Transit""","""Kepler"""
"""Kepler-249 b""","""Kepler-249""",2014,"""Transit""","""Kepler"""
"""Kepler-65 d""","""Kepler-65""",2012,"""Transit""","""Kepler"""
"""Kepler-338 c""","""Kepler-338""",2014,"""Transit""","""Kepler"""
"""Kepler-272 d""","""Kepler-272""",2014,"""Transit""","""Kepler"""
"""Kepler-1129 b""","""Kepler-1129""",2016,"""Transit""","""Kepler"""
"""Kepler-354 d""","""Kepler-354""",2014,"""Transit""","""Kepler"""
"""Kepler-371 b""","""Kepler-371""",2014,"""Transit""","""Kepler"""
"""Kepler-398 b""","""Kepler-398""",2014,"""Transit""","""Kepler"""
"""Kepler-360 c""","""Kepler-360""",2014,"""Transit""","""Kepler"""
"""CoRoT-11 b""","""CoRoT-11""",2010,"""Transit""","""CoRoT"""
"""Kepler-444 d""","""Kepler-444""",2015,"""Transit""","""Kepler"""
"""Kepler-322 c""","""Kepler-322""",2014,"""Transit""","""Kepler"""
"""Kepler-904 b""","""Kepler-904""",2016,"""Transit""","""Kepler"""
"""Kepler-751 b""","""Kepler-751""",2016,"""Transit""","""Kepler"""
"""Kepler-986 b""","""Kepler-986""",2016,"""Transit""","""Kepler"""
"""Kepler-653 b""","""Kepler-653""",2016,"""Transit""","""Kepler"""
"""Kepler-775 b""","""Kepler-775""",2016,"""Transit""","""Kepler"""
"""Kepler-450 c""","""Kepler-450""",2015,"""Transit""","""Kepler"""
"""Kepler-153 c""","""Kepler-153""",2014,"""Transit""","""Kepler"""
"""Kepler-1245 c""","""Kepler-1245""",2016,"""Transit""","""Kepler"""
"""Kepler-1209 b""","""Kepler-1209""",2016,"""Transit""","""Kepler"""
"""Kepler-624 b""","""Kepler-624""",2016,"""Transit""","""Kepler"""
"""Kepler-473 b""","""Kepler-473""",2016,"""Transit""","""Kepler"""
"""Kepler-478 b""","""Kepler-478""",2016,"""Transit""","""Kepler"""
"""Kepler-480 b""","""Kepler-480""",2016,"""Transit""","""Kepler"""
"""Kepler-1149 b""","""Kepler-1149""",2016,"""Transit""","""Kepler"""
"""Kepler-164 d""","""Kepler-164""",2014,"""Transit""","""Kepler"""
"""HATS-8 b""","""HATS-8""",2015,"""Transit""","""HATSouth"""
"""Kepler-250 d""","""Kepler-250""",2014,"""Transit""","""Kepler"""
"""Kepler-468 b""","""Kepler-468""",2016,"""Transit""","""Kepler"""
"""Kepler-31 d""","""Kepler-31""",2014,"""Transit""","""Kepler"""
"""Kepler-1441 b""","""Kepler-1441""",2016,"""Transit""","""Kepler"""
"""Kepler-789 b""","""Kepler-789""",2016,"""Transit""","""Kepler"""
"""Kepler-796 b""","""Kepler-796""",2016,"""Transit""","""Kepler"""
"""Kepler-801 b""","""Kepler-801""",2016,"""Transit""","""Kepler"""
"""Kepler-815 b""","""Kepler-815""",2016,"""Transit""","""Kepler"""
"""Kepler-441 b""","""Kepler-441""",2015,"""Transit""","""Kepler"""
"""Kepler-750 b""","""Kepler-750""",2016,"""Transit""","""Kepler"""
"""Kepler-760 b""","""Kepler-760""",2016,"""Transit""","""Kepler"""
"""Kepler-1032 b""","""Kepler-1032""",2016,"""Transit""","""Kepler"""
"""Kepler-1070 b""","""Kepler-1070""",2016,"""Transit""","""Kepler"""
"""Kepler-284 c""","""Kepler-284""",2014,"""Transit""","""Kepler"""
"""Kepler-298 b""","""Kepler-298""",2014,"""Transit""","""Kepler"""
"""Kepler-850 b""","""Kepler-850""",2016,"""Transit""","""Kepler"""
"""Kepler-309 c""","""Kepler-309""",2014,"""Transit""","""Kepler"""
"""Kepler-985 b""","""Kepler-985""",2016,"""Transit""","""Kepler"""
"""Kepler-285 b""","""Kepler-285""",2014,"""Transit""","""Kepler"""
"""Kepler-1089 b""","""Kepler-1089""",2016,"""Transit""","""Kepler"""
"""Kepler-619 c""","""Kepler-619""",2016,"""Transit""","""Kepler"""
"""Kepler-710 b""","""Kepler-710""",2016,"""Transit""","""Kepler"""
"""Kepler-639 b""","""Kepler-639""",2016,"""Transit""","""Kepler"""
"""Kepler-643 b""","""Kepler-643""",2016,"""Transit""","""Kepler"""
"""Kepler-253 b""","""Kepler-253""",2014,"""Transit""","""Kepler"""
"""Kepler-416 b""","""Kepler-416""",2014,"""Transit Timing Variations""","""Kepler"""
"""Kepler-1137 b""","""Kepler-1137""",2016,"""Transit""","""Kepler"""
"""Kepler-122 f""","""Kepler-122""",2014,"""Transit Timing Variations""","""Kepler"""
"""Kepler-184 b""","""Kepler-184""",2014,"""Transit""","""Kepler"""
"""Kepler-1442 b""","""Kepler-1442""",2016,"""Transit""","""Kepler"""
"""Kepler-357 b""","""Kepler-357""",2014,"""Transit""","""Kepler"""
"""Kepler-366 c""","""Kepler-366""",2014,"""Transit""","""Kepler"""
"""Kepler-322 b""","""Kepler-322""",2014,"""Transit""","""Kepler"""
"""Kepler-724 b""","""Kepler-724""",2016,"""Transit""","""Kepler"""
"""Kepler-472 b""","""Kepler-472""",2016,"""Transit""","""Kepler"""
"""Kepler-586 b""","""Kepler-586""",2016,"""Transit""","""Kepler"""
"""Kepler-450 c""","""Kepler-450""",2015,"""Transit""","""Kepler"""
"""Kepler-205 c""","""Kepler-205""",2014,"""Transit""","""Kepler"""
"""Kepler-136 c""","""Kepler-136""",2014,"""Transit""","""Kepler"""
"""Kepler-628 b""","""Kepler-628""",2016,"""Transit""","""Kepler"""
"""Kepler-308 c""","""Kepler-308""",2014,"""Transit""","""Kepler"""
"""Kepler-539 b""","""Kepler-539""",2016,"""Transit""","""Kepler"""
"""Kepler-835 b""","""Kepler-835""",2016,"""Transit""","""Kepler"""
"""Kepler-1330 b""","""Kepler-1330""",2016,"""Transit""","""Kepler"""
"""Kepler-724 b""","""Kepler-724""",2016,"""Transit""","""Kepler"""
"""Kepler-922 b""","""Kepler-922""",2016,"""Transit""","""Kepler"""
"""Kepler-157 b""","""Kepler-157""",2014,"""Transit""","""Kepler"""
"""Kepler-1553 b""","""Kepler-1553""",2016,"""Transit""","""Kepler"""
"""Kepler-1618 b""","""Kepler-1618""",2016,"""Transit""","""Kepler"""
"""Kepler-336 d""","""Kepler-336""",2014,"""Transit""","""Kepler"""
"""Kepler-39 b""","""Kepler-39""",2011,"""Transit""","""Kepler"""
"""Kepler-130 c""","""Kepler-130""",2014,"""Transit""","""Kepler"""
"""Kepler-172 c""","""Kepler-172""",2014,"""Transit""","""Kepler"""
"""Kepler-415 c""","""Kepler-415""",2014,"""Transit Timing Variations""","""Kepler"""
"""Kepler-1253 b""","""Kepler-1253""",2016,"""Transit""","""Kepler"""
"""Kepler-1002 b""","""Kepler-1002""",2016,"""Transit""","""Kepler"""
"""Kepler-211 c""","""Kepler-211""",2014,"""Transit""","""Kepler"""
"""Kepler-1409 b""","""Kepler-1409""",2016,"""Transit""","""Kepler"""
"""Kepler-248 c""","""Kepler-248""",2014,"""Transit""","""Kepler"""
"""Kepler-303 b""","""Kepler-303""",2014,"""Transit""","""Kepler"""
"""Kepler-1286 b""","""Kepler-1286""",2016,"""Transit""","""Kepler"""
"""Kepler-187 c""","""Kepler-187""",2014,"""Transit""","""Kepler"""
"""Kepler-1040 b""","""Kepler-1040""",2016,"""Transit""","""Kepler"""
"""Kepler-585 b""","""Kepler-585""",2016,"""Transit""","""Kepler"""
"""Kepler-606 b""","""Kepler-606""",2016,"""Transit""","""Kepler"""
"""Kepler-827 b""","""Kepler-827""",2016,"""Transit""","""Kepler"""
"""Kepler-339 d""","""Kepler-339""",2014,"""Transit""","""Kepler"""
"""Kepler-81 d""","""Kepler-81""",2014,"""Transit""","""Kepler"""
"""Kepler-1397 b""","""Kepler-1397""",2016,"""Transit""","""Kepler"""
"""Kepler-1643 b""","""Kepler-1643""",2016,"""Transit""","""Kepler"""
"""Kepler-731 b""","""Kepler-731""",2016,"""Transit""","""Kepler"""
"""Kepler-439 b""","""Kepler-439""",2015,"""Transit""","""Kepler"""
"""Kepler-149 c""","""Kepler-149""",2014,"""Transit""","""Kepler"""
"""Kepler-1527 b""","""Kepler-1527""",2016,"""Transit""","""Kepler"""
"""Kepler-1072 b""","""Kepler-1072""",2016,"""Transit""","""Kepler"""
"""Kepler-345 c""","""Kepler-345""",2014,"""Transit""","""Kepler"""
"""Kepler-62 e""","""Kepler-62""",2013,"""Transit""","""Kepler"""
"""Kepler-249 d""","""Kepler-249""",2014,"""Transit""","""Kepler"""
"""Kepler-227 b""","""Kepler-227""",2014,"""Transit""","""Kepler"""
"""Kepler-367 b""","""Kepler-367""",2014,"""Transit""","""Kepler"""
"""Kepler-257 b""","""Kepler-257""",2014,"""Transit""","""Kepler"""
"""Kepler-83 d""","""Kepler-83""",2014,"""Transit""","""Kepler"""
"""Kepler-225 b""","""Kepler-225""",2014,"""Transit""","""Kepler"""
"""Kepler-329 b""","""Kepler-329""",2014,"""Transit""","""Kepler"""
"""Kepler-83 d""","""Kepler-83""",2014,"""Transit""","""Kepler"""
"""Kepler-92 b""","""Kepler-92""",2013,"""Transit""","""Kepler"""
"""Kepler-311 b""","""Kepler-311""",2014,"""Transit""","""Kepler"""
"""Kepler-69 b""","""Kepler-69""",2013,"""Transit""","""Kepler"""
"""Kepler-150 d""","""Kepler-150""",2014,"""Transit""","""Kepler"""
"""Kepler-398 b""","""Kepler-398""",2014,"""Transit""","""Kepler"""
"""Kepler-699 b""","""Kepler-699""",2016,"""Transit""","""Kepler"""
"""Kepler-191 d""","""Kepler-191""",2016,"""Transit""","""Kepler"""
"""Kepler-839 b""","""Kepler-839""",2016,"""Transit""","""Kepler"""
"""Kepler-138 c""","""Kepler-138""",2014,"""Transit""","""Kepler"""
"""Kepler-724 b""","""Kepler-724""",2016,"""Transit""","""Kepler"""
"""Kepler-254 d""","""Kepler-254""",2014,"""Transit""","""Kepler"""
"""Kepler-1316 b""","""Kepler-1316""",2016,"""Transit""","""Kepler"""
